"","IIdx","Rank","Dist","NIdx","NID","MSLD","ND","TVD","MSFD","Donated"
"592",119,1,0.147146032997365,403,250,-0.572448496,-1.379091478,-1.379091478,0.412182818,1
"593",119,2,0.149877437801675,23,734,-0.572448496,-1.451648015,-1.451648015,0.447115082,0
"594",119,3,0.168053031593442,395,407,-0.810535068,-1.451648015,-1.451648015,0.266799003,0
"595",119,4,0.469558026122835,20,372,-0.572448496,-1.213548964,-1.213548964,-0.013839696,0
"596",119,5,0.497777481229403,399,495,-0.810535068,-1.117854791,-1.117854791,0.190349155,1
"597",120,1,0.120761638592796,484,486,-1.109636079,0.643738116,0.643738116,-0.290258347,0
"598",120,2,0.358314656043143,164,19,-1.109636079,0.643738116,0.643738116,-0.616712577,0
"599",120,3,0.417058709775647,210,268,-0.810535068,0.643738116,0.643738116,-0.241291892,0
"600",120,4,0.477895390190715,462,375,-1.109636079,0.643738116,0.643738116,-0.741697737,0
"601",120,5,0.477895390190715,155,238,-1.109636079,0.643738116,0.643738116,-0.741697737,0
"602",121,1,0.241921684746073,271,488,0.471473252,-0.393788889,-0.393788889,0.770789474,0
"603",121,2,0.314332591720789,251,458,0.235528465,-0.393788889,-0.393788889,0.800933818,1
"604",121,3,0.357767453548916,276,572,0.776698353,-0.589133831,-0.589133831,0.800933818,0
"605",121,4,0.400348440133446,289,679,0.776698353,-0.393788889,-0.393788889,0.770789474,0
"606",121,5,0.421755153209686,280,201,0.471473252,-0.589133831,-0.589133831,1.341555111,0
"607",122,1,0.0955159143160281,49,612,-0.572448496,-0.890212447,-0.890212447,-0.101636954,1
"608",122,2,0.207419894295759,405,699,-0.572448496,-1.01100296,-1.01100296,-0.013839696,0
"609",122,3,0.207419894295759,39,134,-0.572448496,-1.01100296,-1.01100296,-0.013839696,1
"610",122,4,0.215175019314894,25,482,-0.572448496,-0.890212447,-0.890212447,-0.340579242,0
"611",122,5,0.240196038496734,57,146,-0.572448496,-0.751539609,-0.751539609,-0.147060021,0
"612",123,1,0.198649074439747,231,727,0.471473252,-0.149807866,-0.149807866,-0.013839696,0
"613",123,2,0.240883713055279,488,526,0.471473252,-0.149807866,-0.149807866,-0.057250437,0
"614",123,3,0.340547314261612,263,185,0.776698353,-0.149807866,-0.149807866,0.070270318,0
"615",123,4,0.375784814412016,256,260,0.776698353,-0.149807866,-0.149807866,-0.013839696,1
"616",123,5,0.379062239543325,283,326,0.776698353,-0.149807866,-0.149807866,0.376708903,0
"617",124,1,1.43628204403683,86,676,-3.178686746,-0.890212447,-0.890212447,1.030239339,0
"618",124,2,1.5684764735692,2,664,-3.178686746,-1.379091478,-1.379091478,-0.013839696,1
"619",124,3,1.89754055090422,5,358,-1.536100669,-1.963489814,-1.963489814,1.485401957,0
"620",124,4,2.01051598624588,26,330,-1.536100669,-1.451648015,-1.451648015,1.002640843,0
"621",124,5,2.0381219849539,419,106,-1.536100669,-1.451648015,-1.451648015,1.880324157,0
"622",125,1,0.314030474677173,58,607,-1.536100669,-1.01100296,-1.01100296,0.800933818,0
"623",125,2,0.330921723385828,45,721,-1.109636079,-1.213548964,-1.213548964,0.646449775,1
"624",125,3,0.330921723385828,44,712,-1.109636079,-1.213548964,-1.213548964,0.646449775,0
"625",125,4,0.401043943653276,94,656,-1.109636079,-0.751539609,-0.751539609,0.646449775,1
"626",125,5,0.408087176271134,404,258,-1.536100669,-1.117854791,-1.117854791,0.548870389,1
"627",126,1,0.251984877100525,92,279,-1.109636079,-1.300118066,-1.300118066,1.600215287,0
"628",126,2,0.285524889384859,421,737,-1.109636079,-1.300118066,-1.300118066,1.31687973,1
"629",126,3,0.340657974815139,97,212,-1.109636079,-1.213548964,-1.213548964,1.531849046,1
"630",126,4,0.400224754850455,29,606,-1.109636079,-1.581034348,-1.581034348,1.164186551,0
"631",126,5,0.415926287825941,109,35,-1.109636079,-1.213548964,-1.213548964,1.732576379,0
"632",127,1,0.129893126403493,459,681,-0.572448496,-0.589133831,-0.589133831,0.548870389,0
"633",127,2,0.156121810002593,158,609,-0.572448496,-0.589133831,-0.589133831,0.6781243,0
"634",127,3,0.161873883170369,144,399,-0.572448496,-0.589133831,-0.589133831,0.481527201,1
"635",127,4,0.207305766154363,193,693,-0.572448496,-0.393788889,-0.393788889,0.646449775,0
"636",127,5,0.242429845071359,442,383,-0.572448496,-0.589133831,-0.589133831,0.376708903,1
"637",128,1,0.043154632307623,195,555,0.471473252,0.643738116,0.643738116,-0.951183901,0
"638",128,2,0.043154632307623,480,404,0.471473252,0.643738116,0.643738116,-0.951183901,0
"639",128,3,0.043154632307623,196,452,0.471473252,0.643738116,0.643738116,-0.951183901,0
"640",128,4,0.225591922126417,192,706,0.235528465,0.643738116,0.643738116,-0.951183901,0
"641",128,5,0.231411498273752,227,43,0.471473252,0.643738116,0.643738116,-0.741697737,0
"642",129,1,0.198649074439747,231,727,0.471473252,-0.149807866,-0.149807866,-0.013839696,0
"643",129,2,0.240883713055279,488,526,0.471473252,-0.149807866,-0.149807866,-0.057250437,0
"644",129,3,0.340547314261612,263,185,0.776698353,-0.149807866,-0.149807866,0.070270318,0
"645",129,4,0.375784814412016,256,260,0.776698353,-0.149807866,-0.149807866,-0.013839696,1
"646",129,5,0.379062239543325,283,326,0.776698353,-0.149807866,-0.149807866,0.376708903,0
"647",130,1,0.0440099782322166,237,114,0.776698353,0.643738116,0.643738116,-0.741697737,0
"648",130,2,0.0440099782322166,236,362,0.776698353,0.643738116,0.643738116,-0.741697737,0
"649",130,3,0.0440099782322166,235,567,0.776698353,0.643738116,0.643738116,-0.741697737,0
"650",130,4,0.0440099782322166,495,10,0.776698353,0.643738116,0.643738116,-0.741697737,0
"651",130,5,0.0440099782322166,493,672,0.776698353,0.643738116,0.643738116,-0.741697737,1
"652",131,1,0.220714387223502,84,94,-1.109636079,-0.393788889,-0.393788889,-0.101636954,0
"653",131,2,0.340957429774487,102,662,-1.109636079,-0.149807866,-0.149807866,-0.101636954,0
"654",131,3,0.34448407004179,99,308,-0.572448496,-0.393788889,-0.393788889,-0.101636954,1
"655",131,4,0.352299437380984,426,99,-1.109636079,-0.149807866,-0.149807866,-0.241291892,0
"656",131,5,0.355713647718345,90,653,-0.572448496,-0.393788889,-0.393788889,-0.241291892,0
"657",132,1,0.129366265198485,269,551,0.471473252,1.49423964,1.49423964,-0.951183901,0
"658",132,2,0.129366265198485,513,625,0.471473252,1.49423964,1.49423964,-0.951183901,0
"659",132,3,0.129366265198485,268,152,0.471473252,1.49423964,1.49423964,-0.951183901,0
"660",132,4,0.129366265198485,514,592,0.471473252,1.49423964,1.49423964,-0.951183901,0
"661",132,5,0.129366265198485,515,552,0.471473252,1.49423964,1.49423964,-0.951183901,1
"662",133,1,0.0426276280389311,167,517,0.471473252,0.172880205,0.172880205,-0.741697737,0
"663",133,2,0.0895197836535801,199,70,0.471473252,0.172880205,0.172880205,-0.616712577,1
"664",133,3,0.225491702089701,463,230,0.235528465,0.172880205,0.172880205,-0.741697737,0
"665",133,4,0.226484162820105,478,422,0.68028211,0.172880205,0.172880205,-0.741697737,1
"666",133,5,0.4109205206607,229,616,0.776698353,0.172880205,0.172880205,-0.445717247,1
"667",134,1,0.150554890989817,468,637,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"668",134,2,0.150554890989817,179,217,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"669",134,3,0.150554890989817,175,252,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"670",134,4,0.150554890989817,469,417,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"671",134,5,0.150554890989817,168,239,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"672",135,1,0.156064382087961,161,242,-0.572448496,-0.751539609,-0.751539609,1.002640843,0
"673",135,2,0.171115285709456,154,296,-0.572448496,-0.751539609,-0.751539609,0.830725571,0
"674",135,3,0.171115285709456,153,605,-0.572448496,-0.751539609,-0.751539609,0.830725571,0
"675",135,4,0.173686478195535,160,596,-0.572448496,-0.589133831,-0.589133831,0.830725571,0
"676",135,5,0.227513937700552,475,136,-0.572448496,-0.751539609,-0.751539609,1.111388605,0
"677",136,1,0.0882806146283381,74,54,-0.572448496,0.643738116,0.643738116,-1.639570526,0
"678",136,2,0.0882806146283381,78,476,-0.572448496,0.643738116,0.643738116,-1.639570526,0
"679",136,3,0.0882806146283381,418,24,-0.572448496,0.643738116,0.643738116,-1.639570526,1
"680",136,4,0.0882806146283381,77,311,-0.572448496,0.643738116,0.643738116,-1.639570526,0
"681",136,5,0.0882806146283381,73,546,-0.572448496,0.643738116,0.643738116,-1.639570526,0
"682",137,1,0.129366265198485,269,551,0.471473252,1.49423964,1.49423964,-0.951183901,0
"683",137,2,0.129366265198485,513,625,0.471473252,1.49423964,1.49423964,-0.951183901,0
"684",137,3,0.129366265198485,268,152,0.471473252,1.49423964,1.49423964,-0.951183901,0
"685",137,4,0.129366265198485,514,592,0.471473252,1.49423964,1.49423964,-0.951183901,0
"686",137,5,0.129366265198485,515,552,0.471473252,1.49423964,1.49423964,-0.951183901,1
"687",138,1,0.0864157401615786,341,381,0.471473252,0.172880205,0.172880205,1.461906713,0
"688",138,2,0.3547901806614,566,204,0.776698353,0.172880205,0.172880205,1.531849046,0
"689",138,3,0.402621634772558,367,112,0.776698353,0.172880205,0.172880205,1.62266982,0
"690",138,4,0.472033036324481,547,577,0.471473252,-0.149807866,-0.149807866,1.414353547,0
"691",138,5,0.554480902345194,302,713,0.471473252,-0.149807866,-0.149807866,1.084605966,0
"692",139,1,0.172092025586236,394,104,-1.109636079,-1.213548964,-1.213548964,-0.013839696,0
"693",139,2,0.24033485484198,393,374,-1.109636079,-1.213548964,-1.213548964,-0.101636954,0
"694",139,3,0.250145278136007,11,460,-1.109636079,-1.117854791,-1.117854791,-0.013839696,1
"695",139,4,0.358998082935879,8,164,-1.536100669,-1.300118066,-1.300118066,0.266799003,0
"696",139,5,0.366462637190877,390,732,-1.109636079,-1.213548964,-1.213548964,-0.241291892,0
"697",140,1,0.16760800197516,109,35,-1.109636079,-1.213548964,-1.213548964,1.732576379,0
"698",140,2,0.319797338471095,92,279,-1.109636079,-1.300118066,-1.300118066,1.600215287,0
"699",140,3,0.336643852218655,97,212,-1.109636079,-1.213548964,-1.213548964,1.531849046,1
"700",140,4,0.484293484732487,434,53,-1.109636079,-1.01100296,-1.01100296,1.438225239,0
"701",140,5,0.497398519211504,419,106,-1.536100669,-1.451648015,-1.451648015,1.880324157,0
"702",141,1,0.365629283831231,5,358,-1.536100669,-1.963489814,-1.963489814,1.485401957,0
"703",141,2,0.648432946084433,387,39,-1.109636079,-2.487053191,-2.487053191,1.689075155,1
"704",141,3,0.676942548805114,391,348,-1.109636079,-1.839244713,-1.839244713,0.830725571,1
"705",141,4,0.758923886738947,29,606,-1.109636079,-1.581034348,-1.581034348,1.164186551,0
"706",141,5,0.778526498718,38,665,-0.572448496,-1.793432165,-1.793432165,1.291991927,1
"707",142,1,0.150554890989817,468,637,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"708",142,2,0.150554890989817,179,217,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"709",142,3,0.150554890989817,175,252,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"710",142,4,0.150554890989817,469,417,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"711",142,5,0.150554890989817,168,239,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"712",143,1,0.121686560097796,120,705,-1.109636079,0.643738116,0.643738116,-0.951183901,1
"713",143,2,0.121686560097796,441,165,-1.109636079,0.643738116,0.643738116,-0.951183901,1
"714",143,3,0.121686560097796,121,651,-1.109636079,0.643738116,0.643738116,-0.951183901,0
"715",143,4,0.121686560097796,119,51,-1.109636079,0.643738116,0.643738116,-0.951183901,0
"716",143,5,0.121686560097796,113,687,-1.109636079,0.643738116,0.643738116,-0.951183901,0
"717",144,1,0.16789468036578,197,519,-1.109636079,-0.589133831,-0.589133831,1.438225239,0
"718",144,2,0.172167545709432,165,434,-1.109636079,-0.751539609,-0.751539609,1.461906713,0
"719",144,3,0.429322623855694,122,556,-1.109636079,-0.751539609,-0.751539609,1.002640843,1
"720",144,4,0.48647157701947,481,218,-1.109636079,-0.393788889,-0.393788889,1.137913293,0
"721",144,5,0.493539909116019,114,29,-1.109636079,-1.01100296,-1.01100296,1.414353547,0
"722",145,1,0.150554890989817,468,637,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"723",145,2,0.150554890989817,179,217,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"724",145,3,0.150554890989817,175,252,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"725",145,4,0.150554890989817,469,417,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"726",145,5,0.150554890989817,168,239,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"727",146,1,0.142068367679136,572,698,1.487729835,1.49423964,1.49423964,-0.241291892,0
"728",146,2,0.142068367679136,373,554,1.487729835,1.49423964,1.49423964,-0.241291892,0
"729",146,3,0.142068367679136,570,496,1.487729835,1.49423964,1.49423964,-0.241291892,0
"730",146,4,0.142068367679136,569,337,1.487729835,1.49423964,1.49423964,-0.241291892,0
"731",146,5,0.142068367679136,568,30,1.487729835,1.49423964,1.49423964,-0.241291892,0
"732",147,1,0.0580420479139387,346,180,1.487729835,0.172880205,0.172880205,0.190349155,0
"733",147,2,0.197222262657531,555,387,1.348487,0.172880205,0.172880205,0.266799003,0
"734",147,3,0.197222262657531,343,42,1.348487,0.172880205,0.172880205,0.266799003,0
"735",147,4,0.203926282499769,564,49,1.487729835,0.172880205,0.172880205,0.412182818,0
"736",147,5,0.234905703813537,330,265,1.487729835,0.172880205,0.172880205,-0.013839696,0
"737",148,1,0.140788357420326,151,725,-0.572448496,-0.393788889,-0.393788889,0.228911412,0
"738",148,2,0.167144194832837,152,367,-0.572448496,-0.393788889,-0.393788889,0.266799003,1
"739",148,3,0.189598307487089,107,747,-0.572448496,-0.393788889,-0.393788889,-0.013839696,0
"740",148,4,0.266084953995193,99,308,-0.572448496,-0.393788889,-0.393788889,-0.101636954,1
"741",148,5,0.293411864077634,457,310,-0.810535068,-0.393788889,-0.393788889,0.376708903,0
"742",149,1,0.229026828859474,380,305,1.348487,0.172880205,0.172880205,1.164186551,0
"743",149,2,0.338629304300377,382,287,1.348487,0.172880205,0.172880205,1.31687973,0
"744",149,3,0.505011193518668,378,475,1.487729835,-0.149807866,-0.149807866,0.860175521,0
"745",149,4,0.547520422657148,361,333,1.348487,-0.149807866,-0.149807866,0.830725571,0
"746",149,5,0.557750610686336,366,739,1.487729835,0.172880205,0.172880205,0.481527201,0
"747",150,1,0.171513919956386,133,293,-1.109636079,1.49423964,1.49423964,-1.973771313,1
"748",150,2,0.171513919956386,132,247,-1.109636079,1.49423964,1.49423964,-1.973771313,1
"749",150,3,0.171513919956386,137,220,-1.109636079,1.49423964,1.49423964,-1.973771313,0
"750",150,4,0.171513919956386,124,477,-1.109636079,1.49423964,1.49423964,-1.973771313,0
"751",150,5,0.171513919956386,134,587,-1.109636079,1.49423964,1.49423964,-1.973771313,0
"752",151,1,0.166669592528156,368,292,1.348487,0.643738116,0.643738116,0.266799003,0
"753",151,2,0.240132958207185,565,674,1.348487,0.643738116,0.643738116,0.190349155,0
"754",151,3,0.410437502690927,574,360,1.348487,0.643738116,0.643738116,0.830725571,0
"755",151,4,0.450065324969006,347,210,1.487729835,0.643738116,0.643738116,-0.013839696,0
"756",151,5,0.528566545839892,554,2,1.348487,0.643738116,0.643738116,-0.101636954,0
"757",152,1,0.334676654645206,30,340,-1.109636079,-0.890212447,-0.890212447,-0.013839696,1
"758",152,2,0.402867444364756,50,502,-1.109636079,-0.751539609,-0.751539609,-0.013839696,1
"759",152,3,0.442972999124575,11,460,-1.109636079,-1.117854791,-1.117854791,-0.013839696,1
"760",152,4,0.450410676281534,390,732,-1.109636079,-1.213548964,-1.213548964,-0.241291892,0
"761",152,5,0.471570540545165,46,654,-1.109636079,-0.589133831,-0.589133831,-0.290258347,0
"762",153,1,0.275059089762018,163,533,0.471473252,-1.01100296,-1.01100296,0.376708903,0
"763",153,2,0.290821242114595,182,709,0.357442558,-0.890212447,-0.890212447,0.412182818,0
"764",153,3,0.302274044617785,203,269,0.471473252,-0.751539609,-0.751539609,0.340670342,0
"765",153,4,0.318139739842206,142,359,0.471473252,-1.117854791,-1.117854791,0.266799003,0
"766",153,5,0.325290094644366,157,314,0.235528465,-0.890212447,-0.890212447,0.376708903,1
"767",154,1,0.157239959260964,259,20,0.956547268,-0.589133831,-0.589133831,0.266799003,1
"768",154,2,0.190105572799935,285,608,0.956547268,-0.393788889,-0.393788889,0.447115082,1
"769",154,3,0.271881422714562,238,575,0.776698353,-0.589133831,-0.589133831,0.228911412,0
"770",154,4,0.289314970611488,509,559,0.86862378,-0.393788889,-0.393788889,0.190349155,0
"771",154,5,0.325944745650739,253,253,0.956547268,-0.751539609,-0.751539609,0.376708903,0
"772",155,1,0.139211221832032,511,320,0.956547268,0.172880205,0.172880205,-0.340579242,0
"773",155,2,0.199768576206303,229,616,0.776698353,0.172880205,0.172880205,-0.445717247,1
"774",155,3,0.237776438776852,522,639,0.956547268,0.172880205,0.172880205,-0.241291892,0
"775",155,4,0.240337395073238,503,504,0.776698353,0.172880205,0.172880205,-0.340579242,0
"776",155,5,0.394436611663446,478,422,0.68028211,0.172880205,0.172880205,-0.741697737,1
"777",156,1,0.327592578980777,194,219,-0.038570075,-1.300118066,-1.300118066,1.689075155,0
"778",156,2,0.417022312412553,207,257,0.471473252,-1.451648015,-1.451648015,1.390287505,1
"779",156,3,0.43818453883954,482,561,-0.038570075,-1.213548964,-1.213548964,1.754104697,0
"780",156,4,0.456939046447485,184,615,0.104209089,-1.117854791,-1.117854791,1.137913293,0
"781",156,5,0.457592165518587,85,719,-0.195691896,-1.639209223,-1.639209223,1.31687973,0
"782",157,1,0.13129992006362,319,347,0.956547268,1.49423964,1.49423964,-0.616712577,0
"783",157,2,0.13129992006362,542,197,0.956547268,1.49423964,1.49423964,-0.616712577,0
"784",157,3,0.13129992006362,546,178,0.956547268,1.49423964,1.49423964,-0.616712577,0
"785",157,4,0.13129992006362,322,614,0.956547268,1.49423964,1.49423964,-0.616712577,0
"786",157,5,0.13129992006362,543,416,0.956547268,1.49423964,1.49423964,-0.616712577,0
"787",158,1,0.171513919956386,133,293,-1.109636079,1.49423964,1.49423964,-1.973771313,1
"788",158,2,0.171513919956386,132,247,-1.109636079,1.49423964,1.49423964,-1.973771313,1
"789",158,3,0.171513919956386,137,220,-1.109636079,1.49423964,1.49423964,-1.973771313,0
"790",158,4,0.171513919956386,124,477,-1.109636079,1.49423964,1.49423964,-1.973771313,0
"791",158,5,0.171513919956386,134,587,-1.109636079,1.49423964,1.49423964,-1.973771313,0
"792",159,1,0.203618913211423,38,665,-0.572448496,-1.793432165,-1.793432165,1.291991927,1
"793",159,2,0.214176496403565,48,740,-0.572448496,-1.745027626,-1.745027626,1.291991927,1
"794",159,3,0.274514412460459,61,652,-0.572448496,-1.639209223,-1.639209223,1.341555111,1
"795",159,4,0.35011151810549,85,719,-0.195691896,-1.639209223,-1.639209223,1.31687973,0
"796",159,5,0.47747352097685,54,507,-0.810535068,-1.581034348,-1.581034348,1.414353547,0
"797",160,1,0.129366265198485,269,551,0.471473252,1.49423964,1.49423964,-0.951183901,0
"798",160,2,0.129366265198485,513,625,0.471473252,1.49423964,1.49423964,-0.951183901,0
"799",160,3,0.129366265198485,268,152,0.471473252,1.49423964,1.49423964,-0.951183901,0
"800",160,4,0.129366265198485,514,592,0.471473252,1.49423964,1.49423964,-0.951183901,0
"801",160,5,0.129366265198485,515,552,0.471473252,1.49423964,1.49423964,-0.951183901,1
"802",161,1,0.191882564850508,207,257,0.471473252,-1.451648015,-1.451648015,1.390287505,1
"803",161,2,0.230612876921991,200,669,0.578782997,-1.379091478,-1.379091478,1.030239339,0
"804",161,3,0.282313219416243,205,205,0.578782997,-1.300118066,-1.300118066,1.002640843,0
"805",161,4,0.351960385429715,219,465,0.776698353,-1.379091478,-1.379091478,0.974755346,0
"806",161,5,0.354087792885578,223,76,0.776698353,-1.581034348,-1.581034348,1.31687973,0
"807",162,1,0.12965410315836,536,627,0.776698353,1.49423964,1.49423964,-0.741697737,0
"808",162,2,0.12965410315836,291,18,0.776698353,1.49423964,1.49423964,-0.741697737,0
"809",162,3,0.12965410315836,293,122,0.776698353,1.49423964,1.49423964,-0.741697737,0
"810",162,4,0.12965410315836,533,368,0.776698353,1.49423964,1.49423964,-0.741697737,0
"811",162,5,0.12965410315836,534,697,0.776698353,1.49423964,1.49423964,-0.741697737,0
"812",163,1,0.194267007804613,51,479,-0.810535068,-0.589133831,-0.589133831,-0.340579242,0
"813",163,2,0.201421441285858,90,653,-0.572448496,-0.393788889,-0.393788889,-0.241291892,0
"814",163,3,0.265812723326814,99,308,-0.572448496,-0.393788889,-0.393788889,-0.101636954,1
"815",163,4,0.330968594942396,107,747,-0.572448496,-0.393788889,-0.393788889,-0.013839696,0
"816",163,5,0.335209824300548,33,92,-0.572448496,-0.751539609,-0.751539609,-0.290258347,1
"817",164,1,0.695379813647154,79,474,0.578782997,-1.213548964,-1.213548964,-0.241291892,0
"818",164,2,0.721135553524421,150,59,0.68028211,-0.890212447,-0.890212447,-0.101636954,0
"819",164,3,0.759256652391314,112,3,0.235528465,-0.393788889,-0.393788889,-0.445717247,0
"820",164,4,0.787847172992554,464,497,0.776698353,-0.890212447,-0.890212447,-0.101636954,0
"821",164,5,0.789239515816479,166,553,0.471473252,-0.589133831,-0.589133831,-0.057250437,0
"822",165,1,0.510201179950027,201,115,-1.109636079,0.172880205,0.172880205,0.266799003,0
"823",165,2,0.529717028468609,186,195,-1.109636079,-0.149807866,-0.149807866,0.548870389,0
"824",165,3,0.684289596226181,516,675,-1.109636079,0.172880205,0.172880205,1.438225239,1
"825",165,4,0.693822365830903,148,618,-1.109636079,-0.149807866,-0.149807866,0.266799003,0
"826",165,5,0.730832789378638,517,700,-1.109636079,0.172880205,0.172880205,1.485401957,0
"827",166,1,0.0629250140510798,340,435,0.956547268,0.172880205,0.172880205,0.646449775,0
"828",166,2,0.233574371047163,338,481,0.776698353,0.172880205,0.172880205,0.830725571,0
"829",166,3,0.259254881923562,331,543,0.956547268,0.172880205,0.172880205,0.447115082,0
"830",166,4,0.298329166611733,313,354,0.776698353,0.172880205,0.172880205,0.481527201,0
"831",166,5,0.439190983558526,541,109,0.956547268,0.172880205,0.172880205,0.266799003,0
"832",167,1,0.121686560097796,120,705,-1.109636079,0.643738116,0.643738116,-0.951183901,1
"833",167,2,0.121686560097796,441,165,-1.109636079,0.643738116,0.643738116,-0.951183901,1
"834",167,3,0.121686560097796,121,651,-1.109636079,0.643738116,0.643738116,-0.951183901,0
"835",167,4,0.121686560097796,119,51,-1.109636079,0.643738116,0.643738116,-0.951183901,0
"836",167,5,0.121686560097796,113,687,-1.109636079,0.643738116,0.643738116,-0.951183901,0
"837",168,1,0.158339252292827,149,586,-0.572448496,-1.300118066,-1.300118066,1.732576379,0
"838",168,2,0.328494525588036,466,7,-0.572448496,-1.213548964,-1.213548964,1.880324157,0
"839",168,3,0.443087269869726,54,507,-0.810535068,-1.581034348,-1.581034348,1.414353547,0
"840",168,4,0.457484545844637,92,279,-1.109636079,-1.300118066,-1.300118066,1.600215287,0
"841",168,5,0.485033209477081,97,212,-1.109636079,-1.213548964,-1.213548964,1.531849046,1
"842",169,1,0.150554890989817,468,637,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"843",169,2,0.150554890989817,179,217,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"844",169,3,0.150554890989817,175,252,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"845",169,4,0.150554890989817,469,417,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"846",169,5,0.150554890989817,168,239,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"847",170,1,0.225834610508166,102,662,-1.109636079,-0.149807866,-0.149807866,-0.101636954,0
"848",170,2,0.307030079798099,426,99,-1.109636079,-0.149807866,-0.149807866,-0.241291892,0
"849",170,3,0.347786867331827,146,432,-0.572448496,-0.149807866,-0.149807866,-0.101636954,1
"850",170,4,0.352215655689773,148,618,-1.109636079,-0.149807866,-0.149807866,0.266799003,0
"851",170,5,0.417102091066616,476,603,-0.572448496,-0.149807866,-0.149807866,0.228911412,1
"852",171,1,0.142068367679136,572,698,1.487729835,1.49423964,1.49423964,-0.241291892,0
"853",171,2,0.142068367679136,373,554,1.487729835,1.49423964,1.49423964,-0.241291892,0
"854",171,3,0.142068367679136,570,496,1.487729835,1.49423964,1.49423964,-0.241291892,0
"855",171,4,0.142068367679136,569,337,1.487729835,1.49423964,1.49423964,-0.241291892,0
"856",171,5,0.142068367679136,568,30,1.487729835,1.49423964,1.49423964,-0.241291892,0
"857",172,1,0.203811772422346,575,541,2.384871657,1.49423964,1.49423964,0.412182818,0
"858",172,2,1.23619726498019,572,698,1.487729835,1.49423964,1.49423964,-0.241291892,0
"859",172,3,1.23619726498019,571,169,1.487729835,1.49423964,1.49423964,-0.241291892,0
"860",172,4,1.23619726498019,570,496,1.487729835,1.49423964,1.49423964,-0.241291892,0
"861",172,5,1.23619726498019,569,337,1.487729835,1.49423964,1.49423964,-0.241291892,0
"862",173,1,0.150554890989817,468,637,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"863",173,2,0.150554890989817,179,217,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"864",173,3,0.150554890989817,175,252,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"865",173,4,0.150554890989817,469,417,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"866",173,5,0.150554890989817,168,239,-0.572448496,1.49423964,1.49423964,-1.639570526,0
"867",174,1,0.402313583555146,387,39,-1.109636079,-2.487053191,-2.487053191,1.689075155,1
"868",174,2,0.409764311077709,389,149,-1.109636079,-2.50707476,-2.50707476,1.941643219,0
"869",174,3,0.558092700327633,1,619,-1.109636079,-2.617569159,-2.617569159,1.941643219,1
"870",174,4,0.61349643394469,5,358,-1.536100669,-1.963489814,-1.963489814,1.485401957,0
"871",174,5,0.659398991250346,398,157,-0.572448496,-2.253185903,-2.253185903,1.941643219,1
"872",175,1,0.0957903850366285,286,318,-0.572448496,0.643738116,0.643738116,0.800933818,1
"873",175,2,0.146812000103566,527,130,-0.572448496,0.643738116,0.643738116,0.646449775,0
"874",175,3,0.280727377548164,301,206,-0.572448496,0.643738116,0.643738116,1.030239339,0
"875",175,4,0.658631445513208,505,442,-0.572448496,0.643738116,0.643738116,0.111065852,0
"876",175,5,0.699080242746678,502,393,-0.572448496,0.643738116,0.643738116,0.070270318,0
"877",176,1,0.0701756665259667,557,610,1.348487,0.172880205,0.172880205,0.376708903,0
"878",176,2,0.0706456273246285,343,42,1.348487,0.172880205,0.172880205,0.266799003,0
"879",176,3,0.0706456273246285,555,387,1.348487,0.172880205,0.172880205,0.266799003,0
"880",176,4,0.132580527804161,558,450,1.348487,0.172880205,0.172880205,0.447115082,0
"881",176,5,0.133538759244432,564,49,1.487729835,0.172880205,0.172880205,0.412182818,0
"882",177,1,0.208722260367527,420,255,-1.109636079,0.172880205,0.172880205,-0.951183901,0
"883",177,2,0.400359945845671,425,531,-1.109636079,0.172880205,0.172880205,-0.741697737,0
"884",177,3,0.400359945845671,87,271,-1.109636079,0.172880205,0.172880205,-0.741697737,0
"885",177,4,0.521279412856786,98,667,-1.109636079,0.172880205,0.172880205,-0.616712577,1
"886",177,5,0.527340565709911,19,463,-1.109636079,0.172880205,0.172880205,-1.639570526,1
"887",178,1,0.135254083249537,109,35,-1.109636079,-1.213548964,-1.213548964,1.732576379,0
